Date,S&P500 Price,S&P500 Return,Dow Jones Price,Dow Jones Return
2007-01-03,1416.6,1.0,12474.5195,1.0
2007-01-04,1418.34,1.0012282930961458,12480.6904,1.0004946803762662
2007-01-05,1409.71,0.9951362417054921,12398.0098,0.9938667216801417
2007-01-08,1412.84,0.9973457574474093,12423.4902,0.9959093173889383
2007-01-09,1412.11,0.9968304390794861,12416.5996,0.99535694340772
2007-01-10,1414.85,0.9987646477481293,12442.1602,0.9974059682218621
2007-01-11,1423.8199,1.005096639841875,12514.9805,1.0032434916631459
2007-01-12,1430.73,1.0099745870393901,12556.0801,1.0065381756788307
2007-01-16,1431.9,1.0108005082592124,12582.5898,1.0086632835837885
2007-01-17,1430.62,1.0098969363264154,12577.1504,1.0082272427406924
2007-01-18,1426.37,1.0068967951433008,12567.9297,1.007488080001799
